=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.05.09 12:49:17 =~=~=~=~=~=~=~=~=~=~=~=
10.14, 1.86,   -0.01
.05, -0.01
9.97, 1.93, -4.19, 0.06, -0.05, 0.03
9.98, 1.87, -4.19, 0.05, -0.05, 0.06
10.00, 1.90, -4.21, 0.00, -0.06, -0.01
.05, -0.01
9.97, 1.93, -4.19, 0.06, -0.05, 0.03
9.98, 1.87, -4.19, 0.05, -0.05, 0.06
10.00, 1.90, -4.21, 0.00, -0.06, -0.01
.05, -0.01
9.97, 1.93, -4.19, 0.06, -0.05, 0.03
9.98, 1.87, -4.19, 0.05, -0.05, 0.06
10.00, 1.90, -4.21, 0.00, -0.06, -0.01
MPU6050 Found!
9.97, 1.90, -4.19, 0.06, -0.05, 0.05
10.00, 1.93, -4.22, 0.05, -0.07, -0.05
10.01, 1.89, -4.19, 0.01, -0.06, -0.00
9.96, 1.98, -4.22, -0.01, -0.05, -0.09
9.99, 1.95, -4.22, 0.04, -0.04, 0.09
10.00, 1.86, -4.21, 0.15, -0.00, 0.11
10.00, 1.71, -4.16, 0.22, -0.04, 0.14
10.12, 1.64, -4.26, 0.04, -0.06, -0.04
9.97, 1.79, -4.19, -0.09, -0.03, -0.18
10.00, 1.89, -4.20, -0.03, -0.06, -0.08
10.00, 1.90, -4.22, 0.07, -0.06, 0.10
10.03, 1.79, -4.21, 0.04, -0.06, 0.15
10.04, 1.81, -4.22, -0.08, -0.04, -0.11
9.99, 1.95, -4.20, -0.07, -0.06, -0.13
9.94, 2.05, -4.24, 0.02, -0.08, -0.09
9.99, 2.04, -4.25, 0.04, -0.03, -0.03
9.96, 2.07, -4.21, 0.07, -0.02, 0.05
9.95, 2.04, -4.19, 0.08, -0.05, 0.11
10.01, 2.02, -4.23, 0.03, -0.04, 0.03
9.99, 2.02, -4.19, -0.01, -0.04, -0.12
9.97, 2.02, -4.21, 0.05, -0.04, -0.02
9.96, 2.01, -4.20, 0.15, 0.01, 0.07
9.98, 1.95, -4.23, 0.17, -0.03, 0.09
9.98, 1.93, -4.23, 0.06, -0.08, -0.05
9.98, 1.98, -4.22, -0.04, -0.06, -0.05
9.92, 1.98, -4.21, -0.08, -0.09, -0.08
9.95, 2.07, -4.22, -0.02, -0.09, 0.08
9.96, 2.08, -4.22, 0.06, -0.05, 0.09
9.97, 1.89, -4.21, 0.11, -0.03, 0.07
10.00, 1.94, -4.20, 0.11, -0.02, -0.02
9.98, 2.00, -4.24, 0.07, -0.03, -0.12
9.95, 2.02, -4.23, 0.08, -0.01, 0.01
