=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.05.09 12:14:40 =~=~=~=~=~=~=~=~=~=~=~=
10.02, -2.91, -2.3 2.58, 0.07, 0.02, 0.00
, 0.02
10.34, -1.57, -2.53, 0.09, -0.03, -0.13
10.31, -1.51, -2.62, 0.11, -0.14, 0.01
10.35, -1.48, -2.58, 0.07, 0.02, 0.00
MPU6050 Found!
10.34, -1.48, -2.57, 0.05, -0.05, -0.09
10.37, -1.49, -2.54, 0.02, -0.01, 0.15
10.28, -1.51, -2.58, -0.05, -0.03, -0.13
10.36, -1.51, -2.63, -0.01, -0.03, 0.08
10.36, -1.54, -2.62, 0.01, -0.04, 0.01
10.28, -1.48, -2.62, 0.04, -0.03, 0.01
10.35, -1.57, -2.59, 0.12, -0.05, -0.04
10.35, -1.46, -2.57, 0.11, -0.10, -0.07
10.27, -1.54, -2.45, 0.06, -0.00, 0.23
10.44, -1.80, -2.50, 0.05, -0.02, -0.16
10.27, -1.30, -2.56, -0.00, -0.11, -0.09
10.30, -1.66, -2.62, 0.05, -0.01, 0.28
10.36, -1.30, -2.57, -0.00, -0.04, -0.48
10.34, -1.44, -2.64, 0.05, -0.02, 0.39
10.36, -1.47, -2.62, -0.00, -0.04, -0.22
10.32, -1.38, -2.61, 0.03, -0.03, 0.11
10.31, -1.63, -2.57, 0.08, -0.05, 0.06
10.39, -1.40, -2.58, 0.10, -0.08, -0.16
10.27, -1.50, -2.58, 0.11, -0.02, 0.18
10.32, -1.41, -2.57, 0.00, -0.06, -0.21
10.41, -1.38, -2.62, -0.03, -0.05, 0.14
10.30, -1.51, -2.60, -0.05, 0.02, -0.09
10.38, -1.41, -2.59, -0.00, -0.06, 0.08
10.30, -1.47, -2.66, 0.08, -0.05, 0.01
10.28, -1.34, -2.64, 0.07, 0.00, -0.06
10.35, -1.46, -2.61, 0.03, -0.09, 0.07
10.30, -1.43, -2.62, 0.06, -0.06, -0.11
10.44, -1.43, -2.57, 0.08, -0.02, 0.05
10.28, -1.49, -2.53, 0.06, -0.09, 0.06
10.32, -1.45, -2.51, 0.11, -0.03, -0.03
10.40, -1.55, -2.45, 0.10, -0.03, 0.06
10.27, -1.52, -2.52, 0.04, -0.08, -0.07
10.32, -1.47, -2.52, 0.01, -0.01, 0.09
10.40, -1.54, -2.56, -0.03, 0.01, -0.01
10.32, -1.48, -2.57, -0.02, -0.07, 0.10
10.29, -1.62, -2.64, 0.06, -0.03, 0.05
10.34, -1.53, -2.67, 0.09, -0.04, -0.09
10.32, -1.60, -2.65, 0.10, -0.05, 0.18
10.32, -1.67, -2.60, 0.07, -0.05, -0.14
10.29, -1.61, -2.51, 0.07, -0.04, 0.07
